FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1953490|Steamboat Geyser|Spring|WY|56|Park|029|444328N|1104205W|44.7243796|-110.7013199|||||2316|7598|Norris Junction|04/15/2002|06/06/2011
1953491|Ponuntpa Spring|Spring|WY|56|Park|029|444040N|1101451W|44.6777191|-110.2474163|||||2499|8199|Pelican Cone|04/15/2002|
1953494|Crater Hills Geyser|Spring|WY|56|Park|029|443915N|1104403W|44.6541018|-110.7340984|||||2336|7664|Norris Junction|04/15/2002|04/07/2009
1953495|Butte Spring|Spring|WY|56|Park|029|443114N|1101638W|44.5204988|-110.27714|||||2374|7789|Lake Butte|04/15/2002|
1953496|Big Cone Spring|Spring|WY|56|Teton|039|442438N|1103444W|44.4104952|-110.578818|||||2397|7864|West Thumb|04/15/2002|
1953498|Ephedra Spring|Spring|WY|56|Teton|039|442435N|1103449W|44.4096617|-110.5802068|||||2385|7825|West Thumb|04/15/2002|
1953499|Lakeside Spring|Spring|WY|56|Teton|039|442435N|1103441W|44.4096618|-110.5779846|||||2392|7848|West Thumb|04/15/2002|
1953500|Twin Geyser|Spring|WY|56|Teton|039|442438N|1103453W|44.4104951|-110.5813181|||||2398|7867|West Thumb|04/15/2002|04/07/2009
1953501|Huckelberry Hot Spring|Spring|WY|56|Teton|039|440650N|1104126W|44.1138265|-110.6904882|||||2097|6880|Flagg Ranch|04/15/2002|
1955533|Newcastle Post Office|Post Office|WY|56|Weston|045|435121N|1041208W|43.8558115|-104.202163|||||1330|4363|Newcastle|06/06/2002|
1956140|Krall Spring Creek|Stream|WY|56|Lincoln|023|420958N|1103329W|42.1660498|-110.5579494|421008N|1103456W|42.1688889|-110.5822222|2252|7388|Fontenelle Basin|06/19/2002|
1956429|Little Bighorn Valley|Valley|MT|30|Big Horn|003|454416N|1073404W|45.7377567|-107.5678613|444754N|1074700W|44.7982947|-107.78343|878|2881|Hardin|06/27/2002|
1989111|Willwood|Populated Place|WY|56|Park|029|444148N|1084535W|44.6966193|-108.7598525|||||1321|4334|Ralston|07/10/2003|
1989121|Bentonite Spur|Locale|WY|56|Crook|011|445216N|1040929W|44.8710976|-104.1579963|||||1046|3432|Kruger Lake|07/10/2003|
